claim_id,claim_text,category,initial_risk,video_id,channel_id,channel_name,video_title,timestamp_sec,extraction_version,final_verdict,confidence,suspicion_score,suspicion_note,human_reviewed,auto_accepted,would_auto_accept_after_all_gates,retrieval_source,reviewer_note,archived_at,archive_reason,source_url,reasoning,source_directness,evidence_stance,source_tier,calibration_flags,reviewer_check_point,reviewer_risk_level,reviewer_source_note,priority_score
1017,Bağırsak mikrobiyomunu onarmanın en etkili ve uygun maliyetli yolu marketlerde satılan sıradan ucuz bir içecektir.,mucize-ürün,high,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,121,v2,yanlış,0.68,84.0,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.mdpi.com/2072-6643/17/24/3861,"İddia, market rafındaki 'sıradan ucuz bir içeceğin' (örn. kefir gibi fermente içecekler) bağırsak mikrobiyomunu onarmanın 'en etkili ve uygun maliyetli yolu' olduğunu ileri sürüyor; oysa kaynaklar bunun tersini gösteriyor. Kefirin insan bağırsak mikrobiyomu üzerindeki etkisini inceleyen derlemeler açıkça 'there is currently very limited scientific evidence supporting effects of kefir consumption on the human oral and gut microbiome' diyor ve yüksek kaliteli insan klinik çalışmalarının etkinliği kanıtlamak için gerekli olduğunu belirtiyor. Ayrıca kefirin düşük maliyeti ve kolay hazırlanabilirliği nedeniyle 'umut verici bir yaklaşım' olarak nitelendirilmesi bile spekülatif bir dille sunulmuş, 'en etkili yöntem' gibi kesin bir üstünlük iddiası hiçbir kaynakta desteklenmiyor. Sistematik derlemeler de kefirin etkilerini 'modest and heterogenous' olarak tanımlıyor, bu da 'en etkili' ifadesiyle çelişiyor.",direct,contradicts,primary_study,"specificity_tier:background,tier_url:systematic_review->primary_study,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — Ayrıca kefirin düşük maliyeti ve kolay hazırlanabilirliği nedeniyle 'umut verici bir yaklaşım' olarak nitelendirilmesi bile spekülatif bir d… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),88.4
1264,Kas sağlığı için içilen bir süt/protein içeceğinin porsiyonunda en az 5-8 gram protein olmalıdır.,doz,low,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,918,v2.1,yanlış,0.68,84.0,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/29497353/,"PubMed'deki gözden geçirme makalesi, kas protein sentezini maksimize etmek için tek öğünde/porsiyonda gereken protein miktarının gençlerde ~20-25 g olduğunu, bunun üzerinin enerji için oksitlendiğini belirtiyor; bu, iddia edilen 5-8 gramlık eşiğin çok altında kalıyor. Ek kaynaklar (Rheumatology Advisor, Harvard Health, NASM) da post-egzersiz veya öğün başı protein ihtiyacının 15-25 g, yaşlılarda 25-45 g aralığında olduğunu, 5-8 gramın kas protein sentezini tetiklemek için genellikle yetersiz kaldığını (örn. bir bardak sütteki 8 g proteinin 'tetikleme noktasının altında' kaldığı) gösteriyor. Bu nedenle 5-8 gram eşiği, kas sağlığı bağlamında bilinen bilimsel eşiklerle (leusin eşiği ~2.5-3 g / ~20-30 g protein) çelişiyor.",direct,contradicts,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Sağlanan kanıt paketinden,88.4
1274,"3 gramlık lösin eşiği, yaşlanmayla ortaya çıkan anabolik direnci kırmanın tek yoludur.",mekanizma,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,1218,v2.1,yanlış,0.68,84.0,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/27555299/,"Kaynaklar, egzersiz (özellikle direnç egzersizi) ile amino asit/lösin alımının kombinasyonunun anabolik direnci kırmada lösin eşiğinden bağımsız ve tamamlayıcı bir yol olduğunu gösteriyor; [2] numaralı derleme 'resistance exercise combined with amino acid ingestion elicits the greatest anabolic response' ifadesiyle egzersizin kritik rolünü vurguluyor ve [4] numaralı sistematik derleme egzersiz+amino asit kombinasyonunda yaşa bağlı direncin çok daha az görüldüğünü (10 çalışma kolundan sadece 2'si) bildiriyor. Ayrıca [4] eşiğin sabit bir 3g sayısı değil, egzersiz hacmi VE amino asit/lösin dozunun birlikte 'belirli bir eşiği aşması' gerektiğini belirtiyor, yani '3 gram lösin eşiği tek yoldur' iddiası kanıtlarla çelişiyor; direnç egzersizi başlı başına (miktardan bağımsız olarak) MPS duyarlılığını artıran ayrı bir mekanizma olarak sunuluyor. Bu nedenle iddia, kaynakların sunduğu çok yönlü (egzersiz+beslenme) yaklaşımı tek bir beslenme parametresine indirgediği için yanlış olarak değerlendirilmiştir; ancak lösin eşiği kavramının kendisi geçerli olduğundan tam bir çürütme değil, orta-yüksek güvenle bir 'yanlış' etiketidir.",direct,contradicts,primary_study,"tier_url:systematic_review->primary_study,retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,68.0
1096,"Koyu yeşil yapraklı sebzelerin pişirilerek tüketilmesi, çiğ tüketime göre çok daha fazla ve kolay emilebilir lütein sağlar.",önleme,low,A2p88jcmeJY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,GÖZLERİNİZİ SUÇLAMAYIN — 60 Yaş Sonrası Görmenizi Yıkan Gizli Kan Şekeri Mekanizması,902,v2,yanlış,0.68,84.0,yüksek_şüpheli,0.0,1.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/19083456/,"Doğrudan bu soruyu test eden Caco-2 hücre kültürü çalışması, pişirmenin ıspanaktan lütein hücresel taşınımını artırmadığını, tam tersine azalttığını gösteriyor: uncooked (çiğ) ıspanaktan lütein transferi, haşlanmış veya mikrodalgada pişirilmiş ıspanağa göre daha yüksek bulunmuş. Bu bulgu hem taze, hem dondurulmuş hem de konserve ıspanak için geçerli, yani iddianın 'pişirme daha fazla ve kolay emilebilir lütein sağlar' önermesiyle doğrudan çelişiyor. Diğer paket kaynağı [3] pişirmenin lütein içeriğini büyük ölçüde koruduğunu (buharda pişirmede yalnızca ~%20 azalma) gösteriyor ama emilebilirlik/biyoyararlanım konusunda veri sunmuyor, dolayısıyla iddianın 'kolay emilebilir' kısmını desteklemiyor. Konu literatüründe karışıklık olsa da (bazı çalışmalar beta-karoten için pişirmenin faydalı olduğunu gösteriyor), lütein özelinde en doğrudan kanıt iddianın aksini destekliyor.",direct,contradicts,primary_study,"retrieval_cited,specificity_tier:supportive",Model 'yanlış' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,düşük,Sağlanan kanıt paketinden,61.2
913,Gözaltı bölgesindeki lenf sıvısı iç köşeden kulağa doğru akar.,mekanizma,low,WtJzVPZroiY,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Göz Altı Şişlikleri ve Torbalar İnatla Duruyor? Böbrekleriniz! Tam 60 Saniye Basın,1002,v2,yanlış,0.68,84.0,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.ncbi.nlm.nih.gov/books/NBK557603/,"Anatomik kaynaklar, göz kapağı/gözaltı lenfatik drenajının yönünün iddia edilenin tersi olduğunu gösteriyor: medial (iç köşe) bölge submandibular (çene altı) lenf nodlarına akarken, lateral (dış köşe) bölge preauriküler (kulak önü) nodlara akar. StatPearls kaynağı 'The lateral tissue drains into the superficial parotid group of lymph nodes (i.e., preauricular nodes), while the medial tissue drains into the submandibular nodes' diyerek iç köşenin kulağa değil çene altına aktığını belirtiyor. Bazı lymphoscintigrafi çalışmaları hem medial hem lateral bölgelerin sıklıkla preauriküler nodlara aktığını da gösteriyor, ancak klasik/kadavra tanımı iddiayı desteklemiyor; bu nedenle net bir 'iç köşeden kulağa' tek yönlü akış iddiası anatomik literatürle çelişiyor.",direct,contradicts,primary_study,"tier_url:encyclopedia->primary_study,web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,düşük,Claude'un kendi aramasından (pakette değildi),68.0
860,"Platisma kasının çene hattındaki sarkma, deri gevşemesi değil kas gerginliği nedeniyle oluşan mekanik bir çekilmedir.",mekanizma,low,ut7LN1iLSGA,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Yüzünüz Sarkiyor Çünkü Omurganiz Suçlu! 1 Daki̇kalik Boyun Egzersi̇zi̇ Ameli̇yatsiz Kaldiriyor,515,v2,yanlış,0.68,84.0,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.ncbi.nlm.nih.gov/books/NBK545294/,"İddia, çene hattı sarkmasının SADECE kas gerginliği/mekanik çekilme nedeniyle oluştuğunu ve deri gevşemesinin rolünü inkar ediyor; ancak kanıtlar bunun çok faktörlü bir süreç olduğunu gösteriyor. StatPearls'e göre platisma bantlarının nedenleri arasında deri gevşekliği, kas tonusu kaybı VE platisma-derin bağlantıların ayrılması sayılıyor, ayrıca daha yeni teoriye göre platisma hiperkinetik hale gelip SONRADAN deri gevşekliğine neden olabiliyor (iddianın öne sürdüğünün tersi bir mekanizma da literatürde var). Ayrıca jowl oluşumunda deri gevşekliği, yağ redistribüsyonu, kemik rezorpsiyonu ve kas dinamiklerinin birlikte etkili olduğu, tek bir mekanizmaya indirgenemeyeceği belirtiliyor. Bu nedenle 'deri gevşemesi değil, sadece kas gerginliği' şeklindeki dışlayıcı/tek nedenli iddia kanıtlarla çelişiyor.",direct,contradicts,primary_study,"tier_url:other->primary_study,web_search_override,specificity_tier:supportive",Claude paket dışı bir kaynak buldu — URL'nin iddiayı doğrudan destekleyip desteklemediğine bakın.,düşük,Claude'un kendi aramasından (pakette değildi),68.0
1243,Sabah aç karnına sade kahve içmek kas kaybını hızlandıran gizli bir tehlikedir.,mekanizma,medium,jP5XF06OLbo,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaşından Sonra Kas Yapmak İçin Kahvenize Ekleyeceğiniz Gizli Karışım,14,v2.1,yanlış,0.68,84.0,yüksek_şüpheli,0.0,1.0,0.0,serper,,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10244011/,"PMC'de yayımlanan bir çalışma, kahve tüketiminin düşük kas kütlesi prevalansıyla ters ilişkili olabileceğini bulmuş; yani kahve kas kaybını hızlandırmak yerine korumaya yardımcı olabileceğini gösteriyor. Frontiers in Nutrition ve Springer/BMC'deki diğer çalışmalar da kahve/kafein alımının sarkopeni riskini azaltmayla ilişkili olduğunu bildiriyor. Bu doğrudan gözlemsel çalışmalar iddiayı desteklemek yerine tersini gösterdiğinden 'sabah aç karnına kahve kas kaybını hızlandırır' iddiası kanıtlarla çelişiyor; ancak gözlemsel/korelasyonel veriler nedensellik kanıtlamadığı ve 'aç karnına' spesifik zamanlamayı ayrı test eden çalışma bulunmadığı için tam kesinlik yerine yüksek-orta güven veriliyor.",direct,contradicts,primary_study,"retrieval_cited,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,orta,Sağlanan kanıt paketinden,68.0
362,Pancardaki nitrat ısıya dayanıklıdır ve pişirme ile yok olmaz.,mekanizma,low,QBlBHEf0jm4,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Bu 30 Cent'lik Sebze 60 Yaş Sonrası Beyninizin Hafıza Merkezini Yeniden İnşa Ediyor,526,v1,yanlış,0.68,84.0,yüksek_şüpheli,0.0,1.0,0.0,native,,,,https://pubmed.ncbi.nlm.nih.gov/1211733/,"PubMed'deki ıspanak çalışması, haşlama/blanching işleminin nitrat seviyelerini düşürmek için özellikle kullanıldığını belirtiyor; bu nitratın ısıya dayanıklı olmadığını ve pişirmeyle azaldığını gösteriyor. Web kaynakları da (haşlamada %25-50'ye varan nitrat kaybı, suya geçiş/leaching mekanizmasıyla) bu yönde tutarlı; buharda pişirme veya kısa süreli az sulu yöntemler kaybı azaltsa da tamamen 'ısıya dayanıklı, pişirmeyle yok olmaz' iddiası kanıtlarla çelişiyor. Kaynak doğrudan sebze nitratının pişirmeyle azaldığını ele aldığı için (blanching örneği) yönü net, ancak spesifik pancar için tam kontrollü klinik çalışma yerine dolaylı/blog kaynaklar da kullanıldığından confidence orta-yüksek düzeyde tutuldu.",direct,contradicts,primary_study,"retrieval_cited,specificity_tier:background,no_direct_evidence_expected",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,düşük,Sağlanan kanıt paketinden,68.0
1122,"8 haftalık doğal bir rutin uygulanarak bacaklardaki ağırlık hissi tamamen ortadan kalkabilir ve yüzeydeki mor damarlar gözle görülür şekilde solgunlaşabilir, bu sayede ameliyata gerek kalmayabilir.",tedavi,high,Iw1akJ5SQgM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Varis Damarları Kayboluyor — Doktorların Asla Reçete Etmediği 5 Dakikalık Akşam Ritüeli,483,v2,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.veinclinics.com/blog/do-natural-spider-vein-treatments-actually-work/,"Paketteki PubMed kaynakları (CHIVA, hemoroid/varis derlemesi) bu spesifik '8 haftalık doğal rutin' iddiasını ele almıyor; en yakın kaynak [4] botanik ekstraktların semptomları hafifletebileceğini ama damar görünümünü geri döndürdüğünü söylemiyor. Ek aramada uzman kaynaklar, doğal yöntemlerin (egzersiz, bacak yükseltme, bitkisel takviyeler) şişlik ve ağırlık hissini azaltabileceğini ancak mevcut mor/örümcek damarları tamamen ortadan kaldıramayacağını veya solgunlaştıramayacağını açıkça belirtiyor. Bileşik iddianın ağırlık hissi kısmı kısmen destekleniyor ama 'tamamen ortadan kalkma' abartılı; damarların solgunlaşıp ameliyata gerek kalmaması kısmı ise doğrudan çürütülüyor, bu nedenle bileşik iddia genel olarak yanlış yönde ağır basıyor.",direct,contradicts,other,"specificity_tier:supportive,tier_cap:other,verdict_reasoning_mismatch,web_search_override","Verdict kendi gerekçesiyle tam örtüşmüyor — Bileşik iddianın ağırlık hissi kısmı kısmen destekleniyor ama 'tamamen ortadan kalkma' abartılı; damarların solgunlaşıp ameliyata gerek kalm… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Claude'un kendi aramasından (pakette değildi),84.5
1123,8 haftalık rutin sonunda yüzeydeki küçük mor damarlar (variköz damarlar) gözle görülür şekilde solgunlaşır ve ameliyata gerek kalmaz,tedavi,high,Iw1akJ5SQgM,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,Varis Damarları Kayboluyor — Doktorların Asla Reçete Etmediği 5 Dakikalık Akşam Ritüeli,499,v2,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.metroveincenters.com/blog/does-exercise-help-varicose-veins,"Retrieval paketindeki PubMed sonuçları bu iddiayı (8 haftalık egzersiz rutininin varisleri gözle görülür şekilde solduğu ve ameliyata gerek kalmadığı) doğrudan ele almıyor; bu nedenle ek web araması yapıldı. Çoklu klinik kaynaklar tutarlı biçimde, egzersizin dolaşımı destekleyip semptomları hafifletebileceğini ve yeni damar oluşumunu önleyebileceğini, ancak var olan görünür varis/örümcek damarları ortadan kaldırmadığını, bunun için sklerotereapi veya lazer gibi hedefe yönelik tıbbi işlemlerin gerektiğini belirtiyor. Bir kaynak açıkça 'egzersiz alone won't remove existing veins' derken, bir başkası 'Only professional treatment with a vein specialist will allow veins to be minimized or disappear completely' ifadesini kullanıyor; bu da iddianın temel önermesiyle (sadece egzersizle damarların solup ameliyat ihtiyacının ortadan kalkması) çelişiyor.",direct,contradicts,other,"tier_cap:other,web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Claude'un kendi aramasından (pakette değildi),84.5
684,Orta boy bir domates ortalama 350-400 mg potasyum içerir ve bu miktar günlük potasyum sınırını kolayca aştırabilir.,tanı,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,877,v2.1,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://android.fatsecret.com/calories-nutrition/usda/red-tomatoes/photos/img-40414397,"USDA FoodData Central verisine göre orta boy (123g) çiğ domates yaklaşık 292 mg potasyum içerir (%6 günlük değer), iddiadaki 350-400 mg aralığı bu değerin belirgin şekilde üzerinde ve birden fazla bağımsız kaynak (USDA türevli veriler) 290-292 mg civarında hemfikir. Ayrıca CKD kılavuzlarına göre evre G3b'de günlük K sınırı 2000 mg, evre G4-G5'te 1500 mg olarak belirlenir; tek bir domatesteki ~290 mg bu sınırın yalnızca %15-20'sine karşılık gelir, dolayısıyla 'günlük sınırı kolayca aşabilir' iddiası abartılı ve kanıtla desteklenmiyor. Sağlıklı yetişkinler için önerilen 3500-4700 mg günlük alım göz önüne alındığında bu oran daha da küçüktür.",direct,contradicts,other,"tier_cap:other,tier_url:nutrition_db->other,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — Ayrıca CKD kılavuzlarına göre evre G3b'de günlük K sınırı 2000 mg, evre G4-G5'te 1500 mg olarak belirlenir; tek bir domatesteki ~290 mg bu s… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Kaynak türü belirtilmedi,78.0
689,Pancar suyu liflerinden arındırıldığı için saniyeler içinde kana devasa bir potasyum ve nitrat yükü bindirir.,tanı,high,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,1037,v2.1,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://www.ausport.gov.au/ais/nutrition/supplements/group_a/performance-supplements2/beetroot-juicenitrate,"İddianın 'saniyeler içinde kana devasa yük binmesi' kısmı fizyolojik kanıtlarla doğrudan çelişiyor: birden fazla bağımsız klinik çalışma ve sistematik derleme, oral nitratın plazma nitrat pikine 1-2 saatte, plazma nitrit pikine ise 2-3 saatte ulaştığını gösteriyor (entero-salivar döngü nedeniyle saatler mertebesinde bir süreç). Potasyum içeriği yüksek olsa da (yaklaşık DV%13/240ml) 'devasa' nitelendirmesi abartılı; CKD hastalarında dikkat gerektirse de lifsizlik, saniyeler içinde emilim anlamına gelmiyor. Yön kısmen doğru (pancar suyu potasyum/nitrat içerir, CKD'de dikkat gerekir) ama mekanizma/zamanlama iddiası spekülatif ve kanıtla çelişiyor, bu yüzden 'yanlış' değil 'tartışmalı' değil net biçimde 'yanlış' zamanlama iddiası baskın.",direct,contradicts,other,"tier_cap:other,tier_url:systematic_review->other,verdict_reasoning_mismatch","Verdict kendi gerekçesiyle tam örtüşmüyor — Potasyum içeriği yüksek olsa da (yaklaşık DV%13/240ml) 'devasa' nitelendirmesi abartılı; CKD hastalarında dikkat gerektirse de lifsizlik, sa… kısmının doğrudan kanıtı var mı, bakın.",yüksek,Kaynak türü belirtilmedi,78.0
690,"Pancar suyunun nitrik oksit dönüşümü sağlıklı bireylerde spor performansını artırır ve hipertansiyonu olanlarda kan basıncını düşürür, ancak böbrek yetmezliğinde bu mekanizma işlemez.",mekanizma,medium,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,1047,v2.1,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,native,,,,https://sciencedirect.com/science/article/abs/pii/S1089860316302440?via=ihub%3D,"İddianın ilk iki kısmı (sağlıklı bireylerde egzersiz performansı ve hipertansiflerde kan basıncı üzerindeki etki) sistematik derlemeler ve meta-analizlerle iyi desteklenmiş: <cite index=""2-2,2-3"">bu çalışma pancar suyu ve aerobik/anaerobik egzersiz performansını sistematik olarak değerlendirdi; sonuçlar pancar suyu takviyesinin yüksek yoğunluklu interval sprint performansını, ortalama güç çıkışını ve maksimal oksijen alımını anlamlı şekilde artırdığını gösterdi</cite>. Ancak iddianın 'böbrek yetmezliğinde bu mekanizma işlemez' kısmı yanlış: CKD (stage 3-4) hastalarında yapılan pilot çalışmalar tam tersini gösteriyor. <cite index=""26-1,26-2,26-3"">CKD hastalarında tek doz diyet nitrat uygulaması periferik sistolik ve diastolik kan basıncını ve renal rezistif indeksi anlamlı şekilde azalttı</cite>, ayrıca <cite index=""28-1"">nitrat uygulaması anlamlı şekilde daha yüksek ventilatuar eşik, daha fazla iş ve daha uzun toplam egzersiz süresi sağladı</cite>. Tek istisna, ADPKD (polikistik böbrek hastalığı) gibi spesifik bir alt grupta yapılan büyük RCT'de <cite index=""13-1"">bu klinik çalışmanın sonuçları, oral nitratın ADPKD'de majör bir antihipertansif etkisinin olmadığını düşündürüyor</cite> - ancak bu genel 'böbrek yetmezliği' değil, spesifik bir hastalık alt grubu ve NO sentez bozukluğu farklı bir mekanizmaya (polikistin disfonksiyonu) bağlı. Genel CKD popülasyonunda mekanizma tersine işliyor gibi görünüyor, bu yüzden iddianın genellemesi yanlış/aşırı basitleştirilmiş.",direct,contradicts,primary_study,verdict_reasoning_mismatch,"Verdict kendi gerekçesiyle tam örtüşmüyor — Ancak iddianın 'böbrek yetmezliğinde bu mekanizma işlemez' kısmı yanlış: CKD (stage 3-4) hastalarında yapılan pilot çalışmalar tam tersini g… kısmının doğrudan kanıtı var mı, bakın.",orta,Kaynak türü belirtilmedi,65.0
695,"Isı, sebzelerdeki oksalatların yapısını bozarak tehlikeyi azaltır.",mekanizma,low,odZgEDFDmbE,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,BÖBREKLERİ BİTİREN 4 Sebze ve Kreatinini Düşüren 4 Şifa Kaynağı,1140,v2.1,yanlış,0.65,82.5,yüksek_şüpheli,0.0,1.0,0.0,native,,,,https://pubs.acs.org/doi/10.1021/jf048128d,"Kanıtlar, oksalat azalmasının ısının molekülü 'bozması/parçalaması' değil, ısıtma sırasında suda çözünen (soluble) oksalatların pişirme suyuna sızması (leaching) mekanizmasıyla gerçekleştiğini gösteriyor. Chai & Liebman (2005) çalışması, kaynatmanın (30-87%) buharda pişirmeden (5-53%) daha etkili olduğunu, fırınlamanın ise (su teması olmadığı için) oksalat kaybına yol açmadığını bulmuştur; bu da azalmanın ısıdan değil sudaki çözünme/sızmadan kaynaklandığını doğrudan destekler. Diğer kaynaklar da aynı şekilde 'ısının oksalatları yok etmediğini, oksalatların suya çözünüp sızdığını' belirtiyor, dolayısıyla iddianın öne sürdüğü 'ısı oksalatların yapısını bozar' mekanizması kaynaklarla çelişiyor.",direct,contradicts,other,"tier_url:primary_study->other,tier_cap:other",Model 'yanlış' dedi — kaynak URL'si ve gerekçe iddiayla örtüşüyor mu kontrol edin.,düşük,Kaynak türü belirtilmedi,65.0
1016,"Saç incelmesinin asıl sebebi genetik, yaş veya şampuan değil, tamamen bağırsak florasının durumudur.",mekanizma,high,3bZ0Ew2BiLI,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi İnce Saç Yaşlanma Deği̇l…Bağirsaklariniz!,112,v2,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.frontiersin.org/journals/microbiology/articles/10.3389/fmicb.2023.1281660/full,"İddia, saç incelmesinin 'tamamen' bağırsak florasından kaynaklandığını ve genetik, yaş, şampuanın rolü olmadığını öne sürüyor; bu, kanıt paketindeki ve ek literatürdeki bulgularla doğrudan çelişiyor. Hem alopesi areata hem androgenetik alopesi (en yaygın saç incelmesi tipi) için kaynaklar, genetik yatkınlığı ve DHT/hormonal mekanizmayı birincil/anahtar faktör olarak tanımlıyor ve mikrobiyotayı yalnızca 'genetik yatkınlık önkoşulu altında' katkıda bulunan ek bir faktör olarak konumlandırıyor. Androgenetik alopesi çalışmasında da 'androjen dengesizliği birincil sürücü' olarak belirtiliyor, mikrobiyota destekleyici bir yol olarak sunuluyor; dolayısıyla 'tamamen bağırsak florası, genetik/yaş etkisi yok' iddiası kaynaklarla çelişiyor.",direct,contradicts,other,"tier_url:systematic_review->other,tier_cap:other,web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,yüksek,Claude'un kendi aramasından (pakette değildi),65.0
988,"Platizma kası günlük yaşam aktivitelerinde (konuşma, yeme, yürüme) neredeyse hiç kullanılmaz ve bu nedenle zamanla erir ve incelir.",mekanizma,low,eiB05V3HVes,UC83SKJrkGxPAkhK1aPosw7A,Dr. Hasan Yıldırım .Doğal Şifa,60 Yaş Sonrasi Hi̇ndi̇ Boynu 30 Sani̇yeli̇k Çene Egzersi̇zi̇yle Eri̇yor — Ameli̇yat Yok!,337,v2,yanlış,0.65,82.5,yüksek_şüpheli,0.0,0.0,0.0,web_search,,,,https://www.ncbi.nlm.nih.gov/books/NBK545294/,"İddia, platizmanın günlük aktivitelerde neredeyse hiç kullanılmadığını öne sürüyor; ancak anatomik kaynaklar platizmanın konuşma, gülümseme ve ağız köşelerini/alt dudağı aşağı çekme gibi yüz ifadelerinde ve mandibulayı depresörize ederek ağzı açmada aktif rol oynadığını gösteriyor. Ayrıca güçlü fiziksel eforda (koşma, ağırlık kaldırma) belirgin şekilde kasıldığı da bildirilmiş. Retrieval paketindeki PubMed kaynakları (ortodonti, kolinesteraz, çiğneme kası MR'ı, denervasyon, brakiyal pleksus) platizmanın kullanım sıklığı veya atrofisiyle doğrudan ilgili değil, bu yüzden web kaynaklarına dayanıldı. Kasın yaşla incelmesi genellikle deri gevşemesi/yaşlanma süreciyle ilişkilendirilir, 'kullanılmama' temelli bir atrofi mekanizması kaynaklarda desteklenmiyor.",direct,contradicts,primary_study,"tier_url:encyclopedia->primary_study,web_search_override,specificity_tier:background",Bu iddia için literatürde doğrudan bir çalışma bulunamadı; kanıt dolaylı/mekanistik.,düşük,Claude'un kendi aramasından (pakette değildi),65.0
